url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at,cleaned_text,review_month
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Me,Great shoe - great price - runs big,"Great looking shoe at a great price! I got these in the gray with black stripes and the black with white stripes. Looks exactly like the ones I got from the store that were $20 more. They run big. I wear a women’s 7 in most shoes. I measured my foot on the big kids Adidas size chart and according to it, I should get a 6.5. I got the 6 because they didn’t have any other sizes and based on other reviews from women I was hoping they would work out. They’re big. I measured them against the men’s 7 I had from the store and there wasn’t much difference between the 6 and 7. They measured the same as the men’s 6.5 I had from the store. I would’ve ordered a 5 if they were available. It’s hard to guess with the weird sizing situation. Hopefully putting in some insoles will help because I want to keep them.",5.0,True,2021-11-23,,35426696-34b6-5799-bb33-c9a93669d467,24/12/2021 02:26:26,great looking shoe great price got gray black stripe black white stripe look exactly like one got store 20 run big wear woman ’ 7 shoe measured foot big kid adidas size chart according get 65 got 6 ’ size based review woman hoping would work ’ big measured men ’ 7 store ’ much difference 6 7 measured men ’ 65 store would ’ ordered 5 available ’ hard guess weird sizing situation hopefully putting insole help want keep,2021-11
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Love,My son loves these shoes,Very nice shoes. Got them when they were on sale and they are really nice.,5.0,True,2021-12-05,,25943711-1175-5b80-b516-a31291de401b,24/12/2021 02:26:26,nice shoe got sale really nice,2021-12
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Amazon Customer,Comfortable in style,The shoes fit as expected. I bought these for my seven year old son. He loves how comfortable they are. Definitely worth the buy!,5.0,True,2021-07-24,,a13c688a-0e9b-532c-81ed-0ee3b394e8ef,24/12/2021 02:26:26,shoe fit expected bought seven year old son love comfortable definitely worth buy,2021-07
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Ana,Very cute,Kid loves them. Good fit and comfortable.,5.0,True,2021-10-06,,9a4d4fdb-fdbc-542f-95ba-4772f0f76043,24/12/2021 02:26:26,kid love good fit comfortable,2021-10
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Grace,Very comfortable,These shoes fit well and are comfortable.,5.0,True,2021-09-22,,64ddb6ba-0379-5e41-b208-9cb5e42f14ef,24/12/2021 02:26:26,shoe fit well comfortable,2021-09
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Kimberly D.,Stylish with a sturdy canvas and a thick sole.,"My son likes it. However he said it's heavy. Other than that, it's a great shoe.",5.0,True,2021-03-31,,38b81fd3-0cf8-57a2-b666-33d866d17785,24/12/2021 02:26:26,son like however said heavy great shoe,2021-03
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Kindle Customer,Awesome!!!,"Brought these for my grandson,  and I'm told it fits him perfectly and he loves them.  He don't ever want to take them off.",5.0,True,2021-11-01,,687d93ac-26d6-5526-b554-9148e5f8221e,24/12/2021 02:26:26,brought grandson im told fit perfectly love dont ever want take,2021-11
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Marsha K Flemmings,Good Quality,This product fits well but may not be ideal for a child that has wide feet. The strap across the top has some stretch but it is very thick and does not stretch easily which may make it difficult for a wider foot to get pass that section. The entire shoe is made very well.,5.0,True,2021-08-08,,7c5e739a-7f49-55d4-bf39-d1dd329de619,24/12/2021 02:26:26,product fit well may ideal child wide foot strap across top stretch thick stretch easily may make difficult wider foot get pas section entire shoe made well,2021-08
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Lmr1016,Love them,My Grandson loves his Puma's and so do I ❣️,5.0,True,2021-09-22,,d6465bbf-8d5d-5456-a5ea-3a2abc3bbc1d,24/12/2021 02:26:26,grandson love puma ❣️,2021-09
https://www.amazon.co.uk/dp/B089TR2NSW,"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",Amazon Customer,running shoes,love my running shoes!!,5.0,True,2021-03-22,,eede7733-99b4-58c4-b394-01f7e2cbebeb,24/12/2021 02:26:27,love running shoe,2021-03
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Samantha Kolecheck,Shoe size,My daughter was size 7 I ordered a size 9 they were still very tight. I'd say size up 10 they would fit perfectly. They super cute otherwise,5.0,True,2021-04-16,,ba83a0a8-9e51-57b2-a0eb-c0fc23c9fbfb,24/12/2021 02:26:27,daughter size 7 ordered size 9 still tight id say size 10 would fit perfectly super cute otherwise,2021-04
https://www.amazon.co.uk/dp/B074QT1874,"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Christina M Harrison,Authentic Frye shoes,"So comfortable. Soft white leather. True to size, authentic product.",5.0,True,2019-07-01,,ddb7970c-9def-5950-b57c-8784d2c44ade,24/12/2021 02:26:27,comfortable soft white leather true size authentic product,2019-07
https://www.amazon.co.uk/dp/B074QT1874,"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",BrittanyD,Great comfy shoes and well made!,"Amazing value, super soft leather and incredibly comfortable and lightweight!",5.0,True,2019-07-05,,29761812-557d-592d-8cc8-6a82118cd3a9,24/12/2021 02:26:27,amazing value super soft leather incredibly comfortable lightweight,2019-07
https://www.amazon.co.uk/dp/B074QT1874,"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",red7sar,Love them,"Super cute shoes. The leather laces are just ridiculous because they shed everywhere, but they send regular laces to change them out.",5.0,True,2018-12-24,4.0,0ce4ec73-23b0-523a-a69f-79c63add71f2,24/12/2021 02:26:27,super cute shoe leather lace ridiculous shed everywhere send regular lace change,2018-12
https://www.amazon.co.uk/dp/B07DVQDFDT,"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Angela L.,Great New,Great shoes for kids. The pink is actually nicer in real life than photos.,5.0,True,2021-07-02,,69657f1c-b36b-5cb1-b6e5-96e6af7bedb5,24/12/2021 02:26:28,great shoe kid pink actually nicer real life photo,2021-07
https://www.amazon.co.uk/dp/B07DVQDFDT,"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",pepperdaisie,Great shoe,"My son is flat-footed with an overpronation problem. These shoes have helped stabilize that. Plus, he is really rough on shoes, but these hold up ok. By the time he grows out of them, they are pretty demolished, but they last long enough for us.",5.0,True,2019-03-25,4.0,27268657-6c73-52f9-8cc7-83ec7c5caf91,24/12/2021 02:26:28,son flatfooted overpronation problem shoe helped stabilize plus really rough shoe hold ok time grows pretty demolished last long enough u,2019-03
https://www.amazon.co.uk/dp/B07DVQDFDT,"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Martinus  Dyrud,Finally a comfortable shoe for my 11 year old's wide foot,my kid has very wide feet so sizing is always difficult but these fit true to size in XW. I ordered 4 pairs NB (all in different models in xw) and by far he says these have the best cushioning and support. only wish they had more colors.,5.0,True,2019-02-15,2.0,423ab27c-561f-598f-be34-3fe3b106125d,24/12/2021 02:26:28,kid wide foot sizing always difficult fit true size xw ordered 4 pair nb different model xw far say best cushioning support wish color,2019-02
https://www.amazon.co.uk/dp/B07DVQDFDT,"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Angelique,Walking on Clouds,"I bought these for my 9yo in a size 7. I came on here and saw a great deal! I got these for $18! It had to be a mistake. My daughter loves them and says she never wants to take them off they are so comfortable. Mom, it feels like I’m walking on clouds!",5.0,True,2019-01-10,3.0,4e02c4be-6efd-552a-9866-306276c9db1f,24/12/2021 02:26:28,bought 9yo size 7 came saw great deal got 18 mistake daughter love say never want take comfortable mom feel like ’ walking cloud,2019-01
https://www.amazon.co.uk/dp/B07DVQDFDT,"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",CNP,I LOVE LOVE LOVEEEEE THEM!,I bought a pair for daily walking and running (5.5 in big kid as I'm a size 7 in women).  I've yet to experience any pain in my feet. I needed a pair of shoes to support my flat feet and the these definitely do the job. The arches are wonderful on my feet and the shoes are light. They're breathable and super bright! I've gotten many compliments. I plan on purchasing another pair before they run out!,5.0,True,2019-12-29,,586fb1d8-4f6a-5cc9-8a07-7f433437c725,24/12/2021 02:26:28,bought pair daily walking running 55 big kid im size 7 woman ive yet experience pain foot needed pair shoe support flat foot definitely job arch wonderful foot shoe light theyre breathable super bright ive gotten many compliment plan purchasing another pair run,2019-12
https://www.amazon.co.uk/dp/B07DVQDFDT,"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",LeeAnne Scott,"Long lasting shoe, great for pronaters",Good looking shoe. The previous pair we had of this same shoe lasted for almost a year on a boy who is really rough on shoes. Runs a little large. Great for kids who tend to walk on the insides of their feet. Nice color combination.,5.0,True,2019-12-19,,8bff3336-9c48-5e7d-86eb-f521b9f0131e,24/12/2021 02:26:28,good looking shoe previous pair shoe lasted almost year boy really rough shoe run little large great kid tend walk inside foot nice color combination,2019-12
https://www.amazon.co.uk/dp/B074D3M4Q6,"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",D. R. Kantel,Clarks shoes have never let me down!,Very comfortable and perfect fit. I bought this colour because it was half the price of the other colour options and I wanted the shoe for outside work so colour was of less concern. I like the colour and am wearing these shoes much more than I expected to. Excellent value.,5.0,True,2019-09-07,,8d5952c0-249b-5e45-88f5-e96efe2fedc6,24/12/2021 02:26:28,comfortable perfect fit bought colour half price colour option wanted shoe outside work colour le concern like colour wearing shoe much expected excellent value,2019-09
https://www.amazon.co.uk/dp/B074D3M4Q6,"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Harry,I  L O V E  ' E M ! ! !but I'm pretty sure that on a wet floor,"I'm wearing them now.  There're very light BUT very strong!  I'm not quite sure about this, but I'm pretty sure that on a wet floor, they're more stable when I put weight on them.  I simply don't want to know WITHOUT A DOUBT, because I don't want to get my insurance involved. ;]",5.0,True,2018-09-05,,966afcc3-c45e-5a49-85db-ea9559d0e23e,24/12/2021 02:26:28,im wearing therere light strong im quite sure im pretty sure wet floor theyre stable put weight simply dont want know without doubt dont want get insurance involved,2018-09
https://www.amazon.co.uk/dp/B074D3M4Q6,"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Amazon Customer,Five Stars,Very comfortable and the color is accurate,5.0,True,2018-05-25,,4dc2ebd8-7ce4-5ce8-8074-ff89943630f9,24/12/2021 02:26:28,comfortable color accurate,2018-05
https://www.amazon.co.uk/dp/B074D3M4Q6,"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Fernando Reyes,True to fit,Love it I have nothing bad to say about it.,5.0,True,2019-06-23,,563dd662-23b7-57b7-adee-9ac2d632c92b,24/12/2021 02:26:28,love nothing bad say,2019-06
https://www.amazon.co.uk/dp/B074D3M4Q6,"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",omid alamdari,Five Stars,"Confy, expectrd size",5.0,True,2018-06-11,,f811fe94-1614-5357-b265-579c2833c04d,24/12/2021 02:26:28,confy expectrd size,2018-06
https://www.amazon.co.uk/dp/B07VD4XF1B,"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Mel,super cute and pretty comfy,"These super cute, casual sneaker that are pretty comfy. I personally would prefer a bit more arch support, but they are still comfy for casual wear.  They look cute with shorts, jean, and casual dresses.  I love the little gold details, like eyelets and on the end of the shoe strings.",5.0,True,2020-05-26,3.0,bd59f272-0b2a-55f5-a021-56c22e3fec1f,24/12/2021 02:26:28,super cute casual sneaker pretty comfy personally would prefer bit arch support still comfy casual wear look cute short jean casual dress love little gold detail like eyelet end shoe string,2020-05
https://www.amazon.co.uk/dp/B07VD4XF1B,"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Alexandra Russo,Love them,I love these shoes. They are so comfortable!,5.0,True,2020-09-07,,c3d8e4ba-2185-5d9f-8b38-792b3b1ae573,24/12/2021 02:26:28,love shoe comfortable,2020-09
https://www.amazon.co.uk/dp/B07VD4XF1B,"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Anitra Harris,Comfortable and trendy,Very cute!!,5.0,True,2020-04-23,,de27fe51-b87b-5815-a3a9-44164a776c77,24/12/2021 02:26:28,cute,2020-04
https://www.amazon.co.uk/dp/B07VD4XF1B,"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Amazon Customer,Go ahead a purchase....they are worth it!,Beautiful and comfortable pair of shoes! I absolutely am obsessed with these!!,5.0,True,2020-07-30,,50fdb8c5-b02e-5c26-ac09-13047635df2d,24/12/2021 02:26:28,beautiful comfortable pair shoe absolutely obsessed,2020-07
https://www.amazon.co.uk/dp/B07VD4XF1B,"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Thomaya Hamilton,Beautiful shoe,"I love Keds, they are one of my favorites shoes. I especially luv the cheetah print, that is also my favorite.",5.0,True,2020-06-25,,ff4af996-7f9b-5a39-91b3-354c3c52e5f5,24/12/2021 02:26:28,love keds one favorite shoe especially luv cheetah print also favorite,2020-06
https://www.amazon.co.uk/dp/B07VD4XF1B,"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",SCL,Great Shoe,Perfect Fit ! Look Great! So Comfortable!,5.0,True,2020-07-23,,6d211a19-4e90-5ff8-8b79-0e3490db1880,24/12/2021 02:26:28,perfect fit look great comfortable,2020-07
https://www.amazon.co.uk/dp/B07S9QW9T6,"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",DMK.MomOf4,Daughter loves them!,Daughter loved them. Fit was great and they look great too! Daughter is 12.,5.0,True,2021-05-22,,741174a2-7661-5b70-ac80-b54f8221f024,24/12/2021 02:26:28,daughter loved fit great look great daughter 12,2021-05
https://www.amazon.co.uk/dp/B07S9QW9T6,"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Brooklyn Allen,Perfect,"Shoes fit perfect. You have to break them in though. Overall, great fit and great look.",5.0,True,2021-04-05,,b4919915-e928-5610-93d3-7f52860890c9,24/12/2021 02:26:28,shoe fit perfect break though overall great fit great look,2021-04
https://www.amazon.co.uk/dp/B07S9QW9T6,"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Amazon Customer,Great fit!,I wear a size 9 1/2 fits perfect!,5.0,True,2020-07-02,,f4302712-2e3d-561a-9e93-3c9b25d5b308,24/12/2021 02:26:28,wear size 9 12 fit perfect,2020-07
https://www.amazon.co.uk/dp/B017M5IXIG,"Bloch Women's Curtain Call Dance Shoe, Black, 2 UK",Richard J. Gallagher,Great for dancing.,"My wife recently used these every day on our cruise and found them to be excellent for dancing.  They are pretty good looking, too.",5.0,True,2016-02-23,3.0,e116eaa8-06cf-5db1-86e6-abcf31a98223,24/12/2021 02:26:29,wife recently used every day cruise found excellent dancing pretty good looking,2016-02
https://www.amazon.co.uk/dp/B01LXIK21R,"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",TeFarmer,Excellent Value,First pair I ordered was too large but these fit perfectly. I normally take a 11 1/2 but a 11 was too large. 10 fits nicely. They are very nice sandals at a very reasonable price.  Very fast shipping. I ordered them just before noon on Thursday and they arrived Friday.  WoW.,5.0,True,2019-05-04,,5a1a1589-1de0-54b5-9ac7-6ddecebb370c,24/12/2021 02:26:29,first pair ordered large fit perfectly normally take 11 12 11 large 10 fit nicely nice sandal reasonable price fast shipping ordered noon thursday arrived friday wow,2019-05
https://www.amazon.co.uk/dp/B01LXIK21R,"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Elizabeth Kramer,Great Father's Day Gift!,"Yes, my husband was thrilled with his new Sandals! They fit very good and he was happy with the colour choice!",5.0,True,2020-07-26,,d730d9ab-e3b9-53f5-8761-ab8dafd493ff,24/12/2021 02:26:29,yes husband thrilled new sandal fit good happy colour choice,2020-07
https://www.amazon.co.uk/dp/B01LXIK21R,"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",grandma,Perfect size,Perfect. Exact size. Very comfortable. Would buy again.,5.0,True,2021-07-21,,e93f1a0b-5a69-5bbc-a29b-50726fb5cdce,24/12/2021 02:26:29,perfect exact size comfortable would buy,2021-07
https://www.amazon.co.uk/dp/B07KWTWGT4,"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Bernice Dunphy,Adidas Running Shoes,Purchased for myself but found too narrow for my feet. Gifted to my daughter whose feet are skinnier. LOLGreat price and nice looking sneakers :D,5.0,True,2020-12-04,2.0,8d690238-25ab-5db2-a6c9-9100cbfc3c3b,24/12/2021 02:26:29,purchased found narrow foot gifted daughter whose foot skinnier lolgreat price nice looking sneaker,2020-12
https://www.amazon.co.uk/dp/B07KWTWGT4,"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",jody slinn,Nice Shoes!,Fits perfect and looks great!,5.0,True,2020-11-28,,a7ca12bb-d94b-52e1-be9e-6d875d30aea1,24/12/2021 02:26:29,fit perfect look great,2020-11
https://www.amazon.co.uk/dp/B006OQJLYK,"Merrell Jungle Moc Leather (Toddler/Little Kid/Big Kid),Black,12.5 M US Little Kid",Broscher,Made well for the kid who plays hard,Nice tough shoe for my play hard grandson to wear with his school uniform. He’s hard on shoes and these are holding up nicely.,5.0,True,2019-10-11,,2617a4dd-06d0-55cd-b45f-b7416a48895f,24/12/2021 02:26:29,nice tough shoe play hard grandson wear school uniform ’ hard shoe holding nicely,2019-10
https://www.amazon.co.uk/dp/B006OQJLYK,"Merrell Jungle Moc Leather (Toddler/Little Kid/Big Kid),Black,12.5 M US Little Kid",Sara Strickland,Five Stars,Great shoes for school,5.0,True,2015-09-30,,6f156f09-a03b-5ac6-ad31-577595099193,24/12/2021 02:26:29,great shoe school,2015-09
https://www.amazon.co.uk/dp/B07NSH26Y5,"Andrea Conti Women's 0348736 Sneaker, Grau Schiefer 261, 3.5 UK",hug,Great color,"I own this shoe in denim, burgundy, pink, mint green and now red. Love them all",5.0,True,2021-08-09,,ed143313-2f3a-5f4d-829c-12c9af67dc20,24/12/2021 02:26:29,shoe denim burgundy pink mint green red love,2021-08
