url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at,cleaned_text,review_month
https://www.amazon.co.uk/dp/B075R7BYP1,"New Balance - Womens Hard Court WCH99 Shoes, 5 UK - Width B, White/Flame",Frank Sesso,Small shoes that pinch in the forefoot,"As mentioned by others, these shoes not only run small but they pinch in the forefoot. Also, the ""fit and finish"" of these shoes is highly disappointing -  the way the tongue is sewn into the shoe leaves a lot to be desired and the extra fabric inside the shoe rubs your feet. Finally, the plastic edge where the lace holes sit is extremely rigid and this same plastic edge also affects the front of your foot when tied.Am definitely returning and looking for a better solution.",2.0,True,2020-03-11,,386d51d9-61b1-5f8c-aaa8-3c1717e80e1f,24/12/2021 02:26:31,mentioned others shoe run small pinch forefoot also fit finish shoe highly disappointing way tongue sewn shoe leaf lot desired extra fabric inside shoe rub foot finally plastic edge lace hole sit extremely rigid plastic edge also affect front foot tiedam definitely returning looking better solution,2020-03
https://www.amazon.co.uk/dp/B07PL1LPH7,"New Balance Men's Arishi V2 Fresh Foam Running Shoe, Navy/Red, 7 UK",Pranav,U Get What U Pay For,"You get what u pay for. Decent for the price. Very basic shoe. If you want a neutral shoe which u can use for commute as sneaker and use it for ocassional short distance run then it might suit u. Cushioning is provided by fresh foam which is decent but not as plush. Not much of a tech goes into it. Like it doesn't have hard plate in mid sole which keeps ur midfoot stable or say solid heel lock is missing. No extra layers of protection, in terms of cushioning in the sole. Laces are just basic. Build quality is ok but not great. Not suitable for broad feet. Decent but I think Asics Gel Nimbus and Mizuno Waverider are miles ahead of it in terms of neutral road running shoe. Waverider 19 is still the most value for money product here in India. Gel Nimbus are bit expensive. If u still wanna stuck with NB better look for Fresh Foam 1080 V or 880 V.",2.0,True,2019-10-23,,24c2d355-07ce-5159-96fc-c620048a1f15,24/12/2021 02:26:31,get u pay decent price basic shoe want neutral shoe u use commute sneaker use ocassional short distance run might suit u cushioning provided fresh foam decent plush much tech go like doesnt hard plate mid sole keep ur midfoot stable say solid heel lock missing extra layer protection term cushioning sole lace basic build quality ok great suitable broad foot decent think asics gel nimbus mizuno waverider mile ahead term neutral road running shoe waverider 19 still value money product india gel nimbus bit expensive u still wan na stuck nb better look fresh foam 1080 v 880 v,2019-10
https://www.amazon.co.uk/dp/B07RGTQT32,"New Balance Unisex Adults’ MCH796PD Industrial Shoe, Amarillo, 4 UK",Skeptic,SIZE IS MISLEADING,"New Balance shoes are the only shoes I wear.  I own about 15 pair.  Always 8 1/2 to 9D.  This is much narrower than all my other shoes, right about where the arch is.  New Balance really screwed up here.  Long time buyers used to be able to find the newer model of a pair of shoes that they like but not any more.  I wish somebody at New Balance would listen to their customers.",2.0,True,2020-06-28,4.0,bbf72f66-0424-5da4-95f5-9e4f3caf55ef,24/12/2021 02:26:34,new balance shoe shoe wear 15 pair always 8 12 9d much narrower shoe right arch new balance really screwed long time buyer used able find newer model pair shoe like wish somebody new balance would listen customer,2020-06
https://www.amazon.co.uk/dp/B07RGTQT32,"New Balance Unisex Adults’ MCH796PD Industrial Shoe, Amarillo, 4 UK",Rich W,Width is accurate compared to the 1006,"I wore 1004 4e, 1005 4e. Once NB made the 1006 the toe width got narrow. I figured I’d try these and they were comfortable for a 3 hour match. I don’t know how durable they will be but for now they were worth the money. I’m editing because after 6 weeks these shoes are not durable.",2.0,True,2020-04-30,3.0,a47edea6-eb14-58b4-b890-a24bb5b36489,24/12/2021 02:26:34,wore 1004 4e 1005 4e nb made 1006 toe width got narrow figured ’ try comfortable 3 hour match ’ know durable worth money ’ editing 6 week shoe durable,2020-04
https://www.amazon.co.uk/dp/B07RGTQT32,"New Balance Unisex Adults’ MCH796PD Industrial Shoe, Amarillo, 4 UK",Robs,4E too narrrow/low for my foot issues,"Attractive style but too narrow and low for my wide, high instep, hammer toed feet. They killed my hammer toe. New Balance is my go to for racquetball and walking sneakers but these are narrower and lower at the toe than the 608s I uaually wear. Should have returned but kept past the return limit trying to break them in. My bad",2.0,True,2020-07-30,,35f3e009-085f-54b1-9d6c-0ee00b5ddec6,24/12/2021 02:26:34,attractive style narrow low wide high instep hammer toed foot killed hammer toe new balance go racquetball walking sneaker narrower lower toe 608s uaually wear returned kept past return limit trying break bad,2020-07
https://www.amazon.co.uk/dp/B08MV5LZ66,"PUMA Men's Ultra 4.3 IT Soccer Shoe, SUNBLAZE, 11.5 UK",Jim,Puma’s come small and narrow,Pumas come small and narrow but overall design appears good.,2.0,True,2021-11-01,,9cdb4c70-2ea8-538e-9b9a-47da6dd49749,24/12/2021 02:26:34,puma come small narrow overall design appears good,2021-11
https://www.amazon.co.uk/dp/B07N8FFTPL,"Vasque Women's Breeze LT Low GTX Gore-Tex Waterproof Breathable Hiking Shoe, Eggplant/Anthracite, 5.5 UK",Joel Holmes,"Beautiful, well-made, but 100% FLAWED for hiking!","I want to love these shoes, but there's one MAJOR flaw with the design of these shoes witch make these a dealbreaker for me. I've been hiking for years, and I know from experience this design flaw puts you at higher risk for a sprained or broken ankle.  The tread on the sole around the back outside of the shoe does not extend to the edge, which means, when you lean your anke to the side, there is a point at which the shoe will buckle for lack of support, and you're going down! All that time an money for product development, I'm surprised that this got overlooked. It's a bummer, because these would otherwise be great shoes! If you want an expensive pair of comfortable rugged shoes for walking on flat surfaces, then these would be fine.",2.0,True,2021-04-23,6.0,742dd895-43bc-56ad-906e-f73e9d9ed75e,24/12/2021 02:26:34,want love shoe there one major flaw design shoe witch make dealbreaker ive hiking year know experience design flaw put higher risk sprained broken ankle tread sole around back outside shoe extend edge mean lean anke side point shoe buckle lack support youre going time money product development im surprised got overlooked bummer would otherwise great shoe want expensive pair comfortable rugged shoe walking flat surface would fine,2021-04
https://www.amazon.co.uk/dp/B07N8FFTPL,"Vasque Women's Breeze LT Low GTX Gore-Tex Waterproof Breathable Hiking Shoe, Eggplant/Anthracite, 5.5 UK",OlivierF,"Not a boot, it is a overly flexible shoe...","I have been using Vasque boots for over 20 years with great satisfaction.  Specially the Breeze series that is an exceptional combination between comfort, support and lightweight for hiking in hot weather.These shoes are exceptionally light but offer almost no support.  They are fresh foam based and overly flexible.  I am very disappointed and recommend not buying this product even to walk in the city, let alone for a trail...",2.0,True,2020-10-13,6.0,a3084eeb-a6f5-58ae-91e3-82fe5698fcf3,24/12/2021 02:26:34,using vasque boot 20 year great satisfaction specially breeze series exceptional combination comfort support lightweight hiking hot weatherthese shoe exceptionally light offer almost support fresh foam based overly flexible disappointed recommend buying product even walk city let alone trail,2020-10
https://www.amazon.co.uk/dp/B074KK9GW4,PUMA Women's Suede Platform Trace Olive Night 8 B US,Wendy Österberg-Hoss,way worse than i was expecting,"These are the most ill-fitting Pumas ive ever had. And the laces are more like ribbons than actually shoelaces. I have wider feet but that was never a problem with any other Pumas i've had. I had just got some similar orange platform ones and they were the best ever, these were the worst. Way too tight. i thought it was just me at first but then i didnt wear them for a while, and nothing else hurt my feet. Then i just thought i'd need to break them in, but i walked 10 painful miles at least in them over the past two months and my feet still hurt from wearing them two days ago. Nice color but shitty laces and too narrow.",2.0,True,2019-10-11,6.0,e274cf04-d637-5933-9a75-1d706da32621,24/12/2021 02:26:35,illfitting puma ive ever lace like ribbon actually shoelace wider foot never problem puma ive got similar orange platform one best ever worst way tight thought first didnt wear nothing else hurt foot thought id need break walked 10 painful mile least past two month foot still hurt wearing two day ago nice color shitty lace narrow,2019-10
https://www.amazon.co.uk/dp/B074KK9GW4,PUMA Women's Suede Platform Trace Olive Night 8 B US,hannah619,Cute bricks,"These shoes are adorable and the touches like the suede and ribbon laces make them stand out without being obnoxious. But the platform is made of concrete, I think? At least, it feels like I'm walking with bricks on my feet. There's no flex at all and zero cushion. I'd say buy a size up and put an insert in, but they run kind of big, and even an insert wouldn't make up for the fact that the shoes will not allow your foot to bend at all.",2.0,True,2019-10-31,7.0,283071cb-3073-5c94-ac91-c1ac4f720c6f,24/12/2021 02:26:35,shoe adorable touch like suede ribbon lace make stand without obnoxious platform made concrete think least feel like im walking brick foot there flex zero cushion id say buy size put insert run kind big even insert wouldnt make fact shoe allow foot bend,2019-10
https://www.amazon.co.uk/dp/B01N1TUBAR,Wolverine Loader 8&quot; Steel-Toe Wedge Boot,Katherine Power,Fell apart less than a month after use,Fit as expected. My husband is an iron worker. Used these less than a month and the seams are already popping/leather didn’t hold up well. They’re comfortable but that doesn’t mean much when they fall apart less than a month in.,2.0,True,2020-03-27,2.0,11fb7dd9-4127-571c-a711-28dff5365987,24/12/2021 02:26:36,fit expected husband iron worker used le month seam already poppingleather ’ hold well ’ comfortable ’ mean much fall apart le month,2020-03
https://www.amazon.co.uk/dp/B075XLHD4X,"New Balance - Boys KVARNV1Y Shoes, 13.5W UK Junior, Pigment/Ice Blue",Beth Durham,Very Narrow and Hard to Adjust,"far too often I find myself writing reviews saying others knew what they were talking about.  My son has fairly narrow feet but after wearing these 1 or 2 times he told me they weren't comfortable and pointed to the end of the 'laces' as hurting.I believe the problem is that the elastic ""laces"" don't adjust very much.  I was able to pull the elastic out there and make a little bit of an adjustment so hopefully we can get SOME wear out of them...wish I could return them though.If your child has wider feet, as mine always have been, you shouldn't even consider this product.",2.0,True,2019-08-06,,838ef0da-a6c6-5fb4-9872-fc05a9e7c17c,24/12/2021 02:26:37,far often find writing review saying others knew talking son fairly narrow foot wearing 1 2 time told werent comfortable pointed end lace hurtingi believe problem elastic lace dont adjust much able pull elastic make little bit adjustment hopefully get wear themwish could return thoughif child wider foot mine always shouldnt even consider product,2019-08
https://www.amazon.co.uk/dp/B0716XGQBQ,"adidas Women's Cloudfoam Pure Running Shoe, Black/Black/White, 8 UK",Heather,Not a fan,I really dont like these. They fit strange and are not comfortable. I have several pairs of sneaker type shoes for work and these are at the very bottom of my rotation to wear. Wish i had just gone to kohls or something to try before i bought them. They are narrow and too big. This is the size i normally buy in shoes but they are too big length wise and too small width wise for my feet.,2.0,True,2021-09-22,,8cfbe5a9-eebe-5a31-bd0a-7fcbbfcc337a,24/12/2021 02:26:38,really dont like fit strange comfortable several pair sneaker type shoe work bottom rotation wear wish gone kohl something try bought narrow big size normally buy shoe big length wise small width wise foot,2021-09
https://www.amazon.co.uk/dp/B08VH98L5J,Reef Little Ahi Convertible Kids Sandals UK 5-6 Leopard,L.W.,A little “clunky”,"These are cute but were too “clunky” for my 3 1/2 year old. They didn’t adjust small enough to fit her and the base of the sandal didn’t bend so she was unable to walk in them. We returned them, which the seller was great about. I would not recommend for littler kids, but perhaps ages 6 and up.",2.0,True,2020-05-13,,9eb9d8e3-b8c6-5d28-8238-db90721037ed,24/12/2021 02:26:39,cute “ clunky ” 3 12 year old ’ adjust small enough fit base sandal ’ bend unable walk returned seller great would recommend littler kid perhaps age 6,2020-05
https://www.amazon.co.uk/dp/B07PXDV61N,"Nike Zoom Winflo 6 Shield, Women’s Competition Running Shoes, Black (Black/Reflect Silver-Wolf Grey 001), 5 UK (38.5 EU)",Amazon Customer,Maintain quality,Not fit for sports person.it fales side when we run.,2.0,True,2021-03-16,,bbe2bb5b-87e5-515f-85f4-bfdcd4319844,24/12/2021 02:26:42,fit sport personit fales side run,2021-03
https://www.amazon.co.uk/dp/B083T6NTJZ,"PUMA Women's Prowl Slip ON Walking Shoe, Black-Aruba Blue White, 6.5 UK",N.Doughty,Puma slip-on sneakers,"I have a white pair of Puma slip on sneakers and I love them but I wore them camping stupidly and they got ruined. So I've been on the hunt for a new pair and I came across these. I liked that the style was similar to what I already have and I liked that the sliver straps were sparkly. Totally up my alley. They look exactly as shown. They shipped pretty much right away. It didn't take long to receive them. When I got them I tried them on and the ""fit"" but unfortunately even though I ordered these in my size the material that they are made with probably wasn't the greatest choice because I can see the outline of my foot with the shoe on. I can see my toes very easily. So I can imagine if I were to wear them out and about people are going to be able to see the shape of my foot and my toes move while walking. It looks very odd. They are comfortable, the material is comfortable but not a good choice. Probably for anyone. Very lightweight too. I will be returning them and continue to look for another pair.",2.0,True,2021-05-24,,81ca286a-cc59-56fa-abdf-8f7cf6ed26be,24/12/2021 02:26:43,white pair puma slip sneaker love wore camping stupidly got ruined ive hunt new pair came across liked style similar already liked sliver strap sparkly totally alley look exactly shown shipped pretty much right away didnt take long receive got tried fit unfortunately even though ordered size material made probably wasnt greatest choice see outline foot shoe see toe easily imagine wear people going able see shape foot toe move walking look odd comfortable material comfortable good choice probably anyone lightweight returning continue look another pair,2021-05
https://www.amazon.co.uk/dp/B07JDNKMRY,NIKE Women's Air Max Estrea Black/White/Anthracite Running Shoe 6 Women US,Kimberly,Back of shoe,The back of the shoe is high and rubs blisters....,2.0,True,2020-04-26,,f4ff63ff-2f94-5da4-9c82-ad3bd1c17e45,24/12/2021 02:26:46,back shoe high rub blister,2020-04
https://www.amazon.co.uk/dp/B07B94KWFG,"New Balance 519v1 Running Shoe, Black/Rainbow, 10.5 UK Child",YC,Not the same shoe!,"The shoes I received are not the same shoes pictured. The shoes pictured had a velcro strap closure. The shoes I received appear to have the same lower body, however they have  lace closures. Disappointing!",2.0,True,2019-07-25,11.0,6657098a-3159-5d1c-807a-d49017364a9a,24/12/2021 02:26:46,shoe received shoe pictured shoe pictured velcro strap closure shoe received appear lower body however lace closure disappointing,2019-07
https://www.amazon.co.uk/dp/B07B94KWFG,"New Balance 519v1 Running Shoe, Black/Rainbow, 10.5 UK Child",P.Vickers,Not worth the expense.,"Sooouu...4 month old shoes. Cute, bright, fit as expected. I've owned new balance before and have always been happy with the brand. These did not hold up. My daughter barely wore them because she has many shoes. I just now realized how worn they look. In these 4 months these shoes have never been washed or cleaned (demonstrating they truly are still new) and you can see the soles are barely worn but very torn and worn on the fabric side. Pictures attached for you to use your own judgement.",2.0,True,2020-11-05,,850a457d-80d1-5667-9bbc-bac764fa888d,24/12/2021 02:26:46,sooouu4 month old shoe cute bright fit expected ive owned new balance always happy brand hold daughter barely wore many shoe realized worn look 4 month shoe never washed cleaned demonstrating truly still new see sol barely worn torn worn fabric side picture attached use judgement,2020-11
https://www.amazon.co.uk/dp/B07B94KWFG,"New Balance 519v1 Running Shoe, Black/Rainbow, 10.5 UK Child",Amazon Customer,Wearing out faster than expected,"Fit as expected, however these have shown wear rather quickly. They do not tighten around my daughter’s ankles well so they rub together throughout the day as they are sticking out a bit. She says then are comfortable shoes- they just didn’t stay looking nice as long as I expected. She started wearing these late August- so this is less than 4 months of wear.",2.0,True,2018-12-11,,610ca787-6b37-5a0d-a23b-9b84873a3a79,24/12/2021 02:26:46,fit expected however shown wear rather quickly tighten around daughter ’ ankle well rub together throughout day sticking bit say comfortable shoe ’ stay looking nice long expected started wearing late august le 4 month wear,2018-12
https://www.amazon.co.uk/dp/B07B94KWFG,"New Balance 519v1 Running Shoe, Black/Rainbow, 10.5 UK Child",NKSalimov,Decent looking pair of shoes,"I bought this for my boy, and they came to large. On top of that its described as girls shoes , and I don’t  Find them very girly Decent looking UNISEX shoes that I hope my son will wear in near future",2.0,True,2020-04-29,,be8cf510-96bd-5304-8d06-ec5dccdd7f35,24/12/2021 02:26:46,bought boy came large top described girl shoe ’ find girly decent looking unisex shoe hope son wear near future,2020-04
https://www.amazon.co.uk/dp/B078T7D6S9,"Columbia Boy's Girl's Toddler Powderbug Plus II Print Snow Boot, Abyss, Grey Ice, 4 UK Child",Renae,Liner runs so small it’s unusable,"The liner to the boot runs VERY SMALL. My toddler is a size 5, I ordered a 6, and the boot is big but the liner is tiny and very narrow. The width of the liner is seriously that of a newborn shoe. It’s that narrow and small. Her foot WILL NOT fit into it. Forget trying to put a foot with socks on it into the boot. I’m seriously debating on returning these if the liner is unusable and the boots won’t keep her feet warm without it. Without the liner it’s essentially a fancy rainboot, there is zero integrated padding/warmth into the boot.",2.0,True,2018-11-11,8.0,8b11dd90-788d-512f-94c8-7c07c0b553fd,24/12/2021 02:26:47,liner boot run small toddler size 5 ordered 6 boot big liner tiny narrow width liner seriously newborn shoe ’ narrow small foot fit forget trying put foot sock boot ’ seriously debating returning liner unusable boot ’ keep foot warm without without liner ’ essentially fancy rainboot zero integrated paddingwarmth boot,2018-11
https://www.amazon.co.uk/dp/B078T7D6S9,"Columbia Boy's Girl's Toddler Powderbug Plus II Print Snow Boot, Abyss, Grey Ice, 4 UK Child",Igenehani,Not for toddlers,"While I'm sure these are warm & I love Columbia, these boots are much too clumpy for a toddler. My one year old loves to walk & run, but in these boots she can hardly lift her feet, so insists on being carried, even when just testing them in the house. Might be fine for an older child, but I would go with Land's End in that case, anyway.",2.0,True,2018-12-05,2.0,83855d62-826a-5a90-bc95-3bd9ddb1289d,24/12/2021 02:26:47,im sure warm love columbia boot much clumpy toddler one year old love walk run boot hardly lift foot insists carried even testing house might fine older child would go land end case anyway,2018-12
https://www.amazon.co.uk/dp/B078T7D6S9,"Columbia Boy's Girl's Toddler Powderbug Plus II Print Snow Boot, Abyss, Grey Ice, 4 UK Child",Chastyfreeze,Impossible to get on. Get the Kamiks,Probably great but too hard to get on their feet. After about the third time I just didnt want to do it again so they just sat there. I got the kamiks and they slip right on perfect fit. These fit well but you almost have to break your kids leg to get them in them.,2.0,True,2019-12-20,,b463d9b9-e087-5f46-b945-1b89c386f107,24/12/2021 02:26:47,probably great hard get foot third time didnt want sat got kamiks slip right perfect fit fit well almost break kid leg get,2019-12
https://www.amazon.co.uk/dp/B078T7D6S9,"Columbia Boy's Girl's Toddler Powderbug Plus II Print Snow Boot, Abyss, Grey Ice, 4 UK Child",vicki urbanski,Way to small and made cheaply,"The liner in this boot is just cheap foam. Does not even seem like it will keep a child’s feet warm. My son is a toddler size 5, that’s what was purchased. I cannot even get his foot down into the boot because they are so tight even at the ankle.",2.0,True,2018-11-22,,71206677-4b24-5011-bb13-2d41c8d68557,24/12/2021 02:26:47,liner boot cheap foam even seem like keep child ’ foot warm son toddler size 5 ’ purchased even get foot boot tight even ankle,2018-11
